City,Lat,Long,Temp,Max Temp,Min Temp,Humidity,Clouds,Wind,Country,Datetime
iquitos,-3.7481,-73.2472,19.02,19.02,19.02,100,75,1.03,PE,1663406583
makakilo city,21.3469,-158.0858,23.16,25.18,21.86,86,0,2.06,US,1663406583
sandakan,5.8402,118.1179,30.82,30.82,30.82,70,20,4.12,MY,1663406583
hvolsvollur,63.7533,-20.2243,7.37,7.37,7.37,82,98,1.46,IS,1663406584
gombe,10.2897,11.1673,21.98,21.98,21.98,88,100,3.22,NG,1663406316
waddan,29.1614,16.139,32.86,32.86,32.86,17,0,2.55,LY,1663406325
kinsale,51.7075,-8.5306,11.65,12.91,11.65,76,40,1.03,IE,1663406584
tabas,33.5959,56.9244,35.15,35.15,35.15,8,0,3.2,IR,1663406584
anlu,31.1661,112.5831,35.55,35.55,35.55,29,20,1.2,CN,1663406584
vila franca do campo,37.7167,-25.4333,22.89,23.23,22.89,88,39,3.04,PT,1663406585
nicoya,10.1483,-85.452,23.04,23.04,23.04,97,100,0.79,CR,1663406585
mitu,1.1983,-70.1733,20.79,20.79,20.79,99,100,0.86,CO,1663406585
katangli,51.7102,143.2326,9.52,9.52,9.52,78,100,3.96,RU,1663406585
west wendover,40.7391,-114.0733,15.56,15.56,15.56,59,75,4.12,US,1663406585
codajas,-3.8367,-62.0569,24.0,24.0,24.0,79,98,0.87,BR,1663406585
mayumba,-3.432,10.6554,24.27,24.27,24.27,81,99,2.51,GA,1663406585
xining,36.6167,101.7667,20.84,20.84,20.84,48,36,2.66,CN,1663406586
honjo,36.2333,139.1833,25.54,25.93,24.97,50,100,0.85,JP,1663406440
nantai,40.9241,122.8044,21.19,21.19,21.19,82,99,1.76,CN,1663406586
jablah,35.3614,35.9256,29.16,29.16,29.16,58,40,2.06,SY,1663406586
inirida,3.8653,-67.9239,21.84,21.84,21.84,99,99,0.6,CO,1663406586
mount isa,-20.7333,139.5,29.87,29.87,29.87,17,0,3.6,AU,1663406586
tramore,52.1624,-7.1524,11.91,13.38,8.99,68,0,3.09,IE,1663406587
zhicheng,30.2956,111.5047,35.03,35.03,35.03,34,17,1.46,CN,1663406587
college,64.8569,-147.8028,9.78,11.0,8.32,77,100,2.57,US,1663406587
gibraleon,37.3763,-6.969,23.34,23.34,23.34,61,7,2.57,ES,1663406587
ilulissat,69.2167,-51.1,3.01,3.01,3.01,87,75,4.12,GL,1663406587
oktyabrskoye,43.0645,44.7417,32.08,32.08,32.08,24,66,2.0,RU,1663406587
east london,-33.0153,27.9116,16.52,16.52,16.52,88,40,1.54,ZA,1663406587
minab,27.1467,57.0801,36.2,36.2,36.2,43,0,4.94,IR,1663406588
storforshei,66.4043,14.5233,9.88,10.37,9.87,87,75,1.03,NO,1663406588
krasnokamensk,50.0979,118.0369,6.76,6.76,6.76,82,98,8.19,RU,1663406588
batamshinskiy,50.5594,58.2747,17.2,17.2,17.2,69,98,3.68,KZ,1663406324
geraldton,-28.7667,114.6,19.23,19.23,19.23,68,0,4.63,AU,1663406588
orneta,54.1148,20.1333,15.71,15.71,15.71,59,74,6.39,PL,1663406588
san quintin,30.4833,-115.95,19.26,19.26,19.26,85,39,3.3,MX,1663406589
valdivia,-39.8142,-73.2459,3.05,3.05,3.05,99,89,0.79,CL,1663406589
moerai,-22.4333,-151.3333,22.8,22.8,22.8,71,63,8.94,PF,1663406589
bani walid,31.7566,13.9942,31.62,31.62,31.62,27,0,1.94,LY,1663406325
boguchany,58.3814,97.4531,12.41,12.41,12.41,67,71,2.93,RU,1663406590
vila velha,-20.3297,-40.2925,16.64,16.97,16.64,95,100,4.63,BR,1663406590
korla,41.7597,86.1469,28.47,28.47,28.47,13,11,1.36,CN,1663406590
bowen,-20.0167,148.2333,23.24,23.24,23.24,90,0,2.07,AU,1663406590
esfarayen,37.0765,57.5101,24.81,24.81,24.81,22,0,2.68,IR,1663406590
le vauclin,14.5452,-60.8388,26.03,29.36,26.03,94,100,1.54,MQ,1663406590
popondetta,-8.7537,148.2534,23.66,23.66,23.66,93,90,1.0,PG,1663406334
bud,39.447,-86.1758,16.83,18.41,14.86,95,98,2.06,US,1663406590
ulladulla,-35.35,150.4667,14.5,14.5,12.09,58,0,7.55,AU,1663406058
mocuba,-16.8392,36.9856,32.36,32.36,32.36,24,0,2.92,MZ,1663406591
shubarkuduk,49.1447,56.4872,21.14,21.14,21.14,47,96,4.84,KZ,1663406591
labuhan,-6.8844,112.2051,29.69,29.69,29.69,61,100,4.93,ID,1663406591
khasan,42.4308,130.6434,20.32,20.32,20.32,95,78,1.71,RU,1663406591
port hedland,-20.3167,118.5667,29.03,29.03,29.03,30,37,5.66,AU,1663406053
youghal,51.95,-7.8506,12.14,12.83,11.56,73,45,1.64,IE,1663406592
warwick,41.7001,-71.4162,9.77,12.73,6.22,83,0,3.09,US,1663406592
mokolo,10.7398,13.8019,19.9,19.9,19.9,93,100,1.3,CM,1663406592
abu kamal,34.4506,40.9171,36.19,36.19,36.19,17,0,4.95,SY,1663406592
athabasca,54.7169,-113.2854,11.23,11.23,11.23,92,26,1.74,CA,1663406592
prince rupert,54.3161,-130.3201,9.13,10.83,8.05,96,0,2.06,CA,1663406592
wasilla,61.5814,-149.4394,10.31,12.81,8.99,76,100,6.69,US,1663406593
lafia,8.4833,8.5167,23.17,23.17,23.17,95,100,2.41,NG,1663406317
sorland,67.667,12.6934,11.92,11.92,11.92,77,99,4.86,NO,1663406593
pangoa,-12.1167,-73.0,17.54,17.54,17.54,98,14,1.28,PE,1663406593
kalmunai,7.4167,81.8167,29.79,29.79,29.79,64,1,6.55,LK,1663406594
dingle,10.9995,122.6711,27.24,27.24,27.24,82,87,5.05,PH,1663406594
tyrma,50.0833,132.1667,15.35,15.35,15.35,81,95,3.58,RU,1663406594
viedma,-40.8135,-62.9967,9.26,9.26,9.26,94,100,3.75,AR,1663406585
beyneu,45.3167,55.2,25.44,25.44,25.44,26,100,4.68,KZ,1663406594
zachary,30.6485,-91.1565,21.08,22.08,19.84,97,0,1.54,US,1663406594
teguldet,57.3064,88.1667,14.29,14.29,14.29,50,37,1.49,RU,1663406594
cassilandia,-19.1133,-51.7342,17.87,17.87,17.87,64,89,4.03,BR,1663406594
klaksvik,62.2266,-6.589,10.51,10.51,10.51,74,99,2.21,FO,1663406595
mitzic,0.7821,11.549,22.72,22.72,22.72,88,100,1.67,GA,1663406595
balakhta,55.38,91.6,12.29,12.29,12.29,46,97,3.36,RU,1663406595
bolshevik,54.0065,27.5692,13.79,13.79,13.68,57,97,7.02,BY,1663406595
pionerskiy,54.9508,20.2275,12.64,12.64,10.91,81,74,8.23,RU,1663406595
alyangula,-13.8483,136.4192,26.45,26.45,26.45,75,22,3.61,AU,1663406596
royan,45.6285,-1.0281,14.88,16.01,14.88,50,1,5.31,FR,1663406596
saint-georges,12.0564,-61.7485,29.82,29.82,29.82,79,75,8.23,GD,1663406596
saint albans,51.75,-0.3333,12.52,13.91,10.64,58,4,7.72,GB,1663406596
hofn,64.2539,-15.2082,8.88,8.88,8.88,64,93,1.54,IS,1663406596
manzhouli,49.6,117.4333,5.5,5.5,5.5,82,100,10.8,CN,1663406596
snasa,64.2457,12.3778,10.67,10.67,10.67,87,100,1.77,NO,1663406596
neyshabur,36.2133,58.7958,26.32,26.32,26.32,26,0,1.57,IR,1663406597
ostrovnoy,68.0531,39.5131,10.46,10.46,10.46,92,100,5.76,RU,1663406597
rocha,-34.4833,-54.3333,10.17,10.17,10.17,94,100,4.02,UY,1663406597
iquique,-20.2208,-70.1431,13.02,13.02,13.02,68,0,1.83,CL,1663406597
saint-denis,48.9167,2.3333,14.04,14.77,13.41,65,0,6.17,FR,1663406597
erenhot,43.6475,111.9767,17.48,17.48,17.48,25,0,7.91,CN,1663406597
thinadhoo,0.5333,72.9333,27.85,27.85,27.85,67,72,2.14,MV,1663406597
fort smith,35.3859,-94.3986,19.59,20.75,18.18,80,0,2.57,US,1663406598
san cristobal,7.7669,-72.225,17.81,17.81,17.81,86,74,0.72,VE,1663406598
yar-sale,66.8333,70.8333,13.45,13.45,13.45,55,100,5.78,RU,1663406598
santa marta,11.2408,-74.199,27.72,27.72,27.72,80,100,0.89,CO,1663406598
codrington,-38.2667,141.9667,10.19,10.19,10.19,85,22,9.62,AU,1663406598
collie,-33.3667,116.15,15.11,15.11,15.11,71,83,2.88,AU,1663406598
shetpe,44.1667,52.1167,27.53,27.53,27.53,24,69,6.75,KZ,1663406598
aykhal,66.0,111.5,-1.0,-1.0,-1.0,81,100,10.57,RU,1663406599
pong,19.1493,100.2752,28.87,28.87,28.87,79,65,1.64,TH,1663406599
brewster,41.3973,-73.6171,14.04,16.82,11.35,86,100,0.0,US,1663406599
tazovskiy,67.4667,78.7,8.57,8.57,8.57,90,100,3.91,RU,1663406599
sao mateus,-18.7161,-39.8589,19.38,19.38,19.38,89,100,4.61,BR,1663406599
hanyang,32.1371,105.5126,19.91,19.91,19.91,89,100,1.84,CN,1663406599
montauban,44.0833,1.5,17.63,17.63,17.63,39,0,4.07,FR,1663406599
westport,41.1415,-73.3579,15.04,18.19,12.43,79,40,3.6,US,1663406600
byron bay,-28.65,153.6167,22.98,22.98,22.98,56,1,3.54,AU,1663406434
lavrentiya,65.5833,-171.0,6.42,6.42,6.42,97,100,13.19,RU,1663406600
vadamadurai,10.4667,78.0833,34.64,34.64,34.64,37,91,2.12,IN,1663406600
kichmengskiy gorodok,59.9816,45.7854,10.27,10.27,10.27,96,100,3.97,RU,1663406600
conde,-7.2597,-34.9075,20.7,20.7,20.7,94,20,3.09,BR,1663406600
karratha,-20.7377,116.8463,26.9,26.9,26.9,32,41,5.04,AU,1663406600
sayansk,54.1088,102.1648,11.52,11.52,11.52,44,95,3.01,RU,1663406601
kavaratti,10.5669,72.642,27.39,27.39,27.39,77,56,5.64,IN,1663406601
humenne,48.9371,21.9163,16.1,18.08,15.03,74,100,0.85,SK,1663406601
leh,34.1667,77.5833,18.29,18.29,18.29,18,37,3.9,IN,1663406601
maceio,-9.6658,-35.7353,19.69,19.69,19.69,94,20,1.54,BR,1663406601
san vicente,-26.6167,-54.1333,9.67,9.67,9.67,87,4,1.85,AR,1663406601
moose factory,51.2585,-80.6094,5.99,5.99,4.0,87,0,2.06,CA,1663406602
williston,48.147,-103.618,8.01,9.62,7.8,94,37,1.87,US,1663406602
aksarka,66.5606,67.7975,13.92,13.92,13.92,52,100,5.89,RU,1663406602
mitchell,43.7094,-98.0298,16.41,17.08,15.99,89,0,2.06,US,1663406602
oranjemund,-28.55,16.4333,16.29,16.29,16.29,70,42,6.43,NA,1663406602
maniitsoq,65.4167,-52.9,8.06,8.06,8.06,81,100,2.36,GL,1663406602
trincomalee,8.5711,81.2335,30.82,30.82,30.82,62,69,4.68,LK,1663406603
bereda,43.2686,-7.5406,17.3,17.3,16.99,99,100,2.21,ES,1663406603
gidole,5.65,37.3667,22.86,22.86,22.86,37,26,2.23,ET,1663406603
taloda,21.5667,74.2167,30.52,30.52,30.52,65,67,4.24,IN,1663406604
aden,12.7794,45.0367,32.54,32.54,32.54,61,73,3.38,YE,1663406604
alvand,36.3187,49.1678,23.74,23.74,23.74,22,0,3.86,IR,1663406604
pringsewu,-5.3582,104.9744,28.59,28.59,28.59,74,79,1.71,ID,1663406604
srednekolymsk,67.45,153.6833,2.96,2.96,2.96,66,100,2.75,RU,1663406604
kungurtug,50.5994,97.5228,8.61,8.61,8.61,67,99,1.99,RU,1663406604
tianpeng,30.9866,103.9393,22.26,22.26,22.26,83,100,1.23,CN,1663406604
catemaco,18.4167,-95.1167,21.76,21.76,21.76,97,100,0.2,MX,1663406605
smithers,54.7804,-127.1743,3.18,3.18,3.18,93,100,1.03,CA,1663406605
kipushi,-11.7667,27.2333,27.78,27.78,27.78,25,91,2.95,CD,1663406605
doka,13.5167,35.7667,26.26,26.26,26.26,77,74,4.19,SD,1663406343
quballat,36.5418,9.6633,28.05,28.05,28.05,50,65,3.46,TN,1663406605
inuvik,68.3499,-133.7218,4.48,4.48,4.42,100,100,1.54,CA,1663406441
gravdal,68.1214,13.5031,11.94,11.94,11.94,76,40,4.63,NO,1663406605
lasa,46.6166,10.7002,11.21,11.49,10.38,64,88,4.46,IT,1663406606
elwood,-37.8817,144.983,11.8,12.87,10.27,76,90,4.02,AU,1663406606
talnakh,69.4865,88.3972,4.56,4.56,4.56,63,100,3.58,RU,1663406606
balkanabat,39.5108,54.3671,30.94,30.94,30.94,22,6,2.77,TM,1663406606
cherdyn,60.403,56.4787,15.24,15.24,15.24,57,59,4.35,RU,1663406606
ovruch,51.3246,28.8035,13.32,13.32,13.32,79,100,3.24,UA,1663406607
doha,25.2867,51.5333,39.97,39.99,39.17,21,0,6.69,QA,1663406311
montepuez,-13.1256,38.9997,29.01,29.01,29.01,26,20,4.53,MZ,1663406328
shellbrook,53.2168,-106.4011,4.57,4.57,4.57,67,96,2.86,CA,1663406608
belaya gora,68.5333,146.4167,3.34,3.34,3.34,62,13,2.75,RU,1663406608
santa lucia,27.9117,-15.5407,21.61,21.62,20.98,61,20,7.72,ES,1663406608
jeremie,18.65,-74.1167,27.31,27.31,27.31,76,3,0.31,HT,1663406609
pauini,-7.7136,-66.9764,21.48,21.48,21.48,71,21,1.22,BR,1663406609
kabale,-1.2486,29.9899,23.0,23.0,23.0,49,50,2.84,UG,1663406609
lagunas,-5.2269,-75.6753,19.85,19.85,19.85,92,38,0.66,PE,1663406609
saint-ambroise,48.5501,-71.3324,3.99,4.21,0.3,93,5,1.05,CA,1663406609
sucua,-2.4667,-78.1667,19.1,19.1,19.1,88,100,0.89,EC,1663406609
dali,25.7,100.1833,22.68,22.68,22.68,73,46,1.45,CN,1663406610
pisco,-13.7,-76.2167,15.03,15.03,15.03,88,100,2.06,PE,1663406610
husavik,66.0449,-17.3389,5.42,5.42,5.42,84,100,1.65,IS,1663406610
raga,8.4596,25.678,23.71,23.71,23.71,83,100,2.14,SS,1663406610
sibolga,1.7427,98.7792,27.0,27.0,27.0,82,94,1.5,ID,1663406610
svobodnyy,51.4,128.1333,15.73,15.73,15.73,78,100,3.11,RU,1663406610
maragogi,-9.0122,-35.2225,22.15,22.15,22.15,81,19,1.29,BR,1663406610
chitral,35.8462,71.7858,27.08,27.08,27.08,26,1,3.67,PK,1663406611
haines junction,60.7522,-137.5108,-3.03,-3.03,-3.03,93,10,1.03,CA,1663406611
kaele,10.1092,14.4508,29.31,29.31,29.31,94,100,2.06,CM,1663406611
sao filipe,14.8961,-24.4956,25.58,25.58,25.58,81,17,4.12,CV,1663406611
mecca,21.4267,39.8261,38.78,38.78,38.78,29,17,5.97,SA,1663406611
whitehorse,60.7161,-135.0538,3.18,4.89,2.95,69,0,1.54,CA,1663406612
tawau,4.2498,117.8871,30.07,30.07,30.07,72,70,3.31,MY,1663406349
klos,41.5072,20.0851,19.53,19.53,19.53,74,94,4.26,AL,1663406612
atasu,48.6814,71.6433,18.19,18.19,18.19,18,67,4.32,KZ,1663406612
ixtapa,20.7,-105.2,25.13,25.13,25.13,93,100,1.13,MX,1663406612
colwyn bay,53.2948,-3.7267,14.61,14.86,11.23,66,94,2.24,GB,1663406612
fukue,32.6881,128.8419,27.2,27.2,27.2,78,75,5.14,JP,1663406537
svetlogorsk,52.6333,29.7333,16.39,16.39,16.39,50,56,5.26,BY,1663406612
nyurba,63.2842,118.3319,4.34,4.34,4.34,67,98,3.92,RU,1663406613
cap malheureux,-19.9842,57.6142,24.7,24.7,24.7,64,0,4.47,MU,1663406613
martaban,16.5314,97.6111,27.9,27.9,27.9,79,69,5.55,MM,1663406613
katsuura,35.1333,140.3,26.24,26.24,26.24,82,100,4.62,JP,1663406613
itoman,26.1247,127.6694,29.08,29.43,29.01,84,75,13.89,JP,1663406509
merauke,-8.4667,140.3333,26.47,26.47,26.47,85,97,5.71,ID,1663406613
lokosovo,61.1333,74.8167,15.76,15.76,15.76,45,99,4.19,RU,1663406613
semey,50.4111,80.2275,20.12,20.12,20.12,22,0,3.0,KZ,1663406614
baldone,56.7428,24.3944,14.84,14.86,14.21,80,84,4.63,LV,1663406614
demba,-5.51,22.2667,27.78,27.78,27.78,63,100,1.46,CD,1663406614
chapais,49.7834,-74.8492,1.88,1.88,1.88,85,0,1.71,CA,1663406614
lekoni,-1.5843,14.2591,26.42,26.42,26.42,67,95,2.96,GA,1663406614
oban,56.4127,-5.4706,11.95,12.43,11.95,71,75,6.69,GB,1663406615
nabire,-3.3667,135.4833,23.13,23.13,23.13,95,100,1.39,ID,1663406615
umm kaddadah,13.6017,26.6876,25.46,25.46,25.46,60,100,2.65,SD,1663406615
saint-leu,-21.15,55.2833,24.57,25.46,24.48,66,5,1.91,RE,1663406615
kahului,20.8947,-156.47,24.01,25.47,24.01,69,0,1.54,US,1663406615
hokitika,-42.7167,170.9667,9.57,9.57,9.57,71,100,1.01,NZ,1663406616
esqueda,30.7167,-109.5833,21.25,21.25,21.25,44,2,0.43,MX,1663406617
opuwo,-18.0607,13.84,29.15,29.15,29.15,13,0,4.19,NA,1663406617
tieling,42.2931,123.8414,21.21,21.21,21.21,80,62,2.61,CN,1663406617
plettenberg bay,-34.0527,23.3716,17.38,17.38,17.38,69,51,2.82,ZA,1663406617
maarianhamina,60.0973,19.9348,12.92,12.92,12.92,82,20,3.6,AX,1663406357
grand forks,47.9417,-97.4337,11.96,12.85,11.96,100,100,2.57,US,1663406618
kawalu,-7.3817,108.2082,25.71,25.71,25.71,80,99,2.56,ID,1663406618
honiara,-9.4333,159.95,26.09,26.09,26.09,86,49,1.35,SB,1663406618
morwell,-38.2333,146.4,10.22,10.22,10.22,95,100,3.38,AU,1663406618
bol,13.4586,14.7147,25.71,25.71,25.71,79,100,8.42,TD,1663406618
bamenda,5.9527,10.1582,21.41,21.41,21.41,78,99,1.51,CM,1663406619
askino,56.0901,56.5783,13.16,13.16,13.16,86,100,4.73,RU,1663406619
opelousas,30.5335,-92.0815,21.95,22.71,19.94,95,0,2.03,US,1663406619
san ramon,37.7799,-121.978,13.06,15.12,10.82,86,0,3.09,US,1663406619
kuandian,40.7286,124.7847,21.22,21.22,21.22,86,86,1.24,CN,1663406619
rapid valley,44.0625,-103.1463,13.16,13.97,12.0,90,0,5.66,US,1663406620
savannah bight,16.45,-85.85,28.16,28.16,28.16,79,66,8.36,HN,1663406620
madang,-5.2246,145.7966,26.11,26.11,26.11,80,61,1.53,PG,1663406620
tilichiki,60.4667,166.1,3.46,3.46,3.46,74,43,4.04,RU,1663406620
villazon,-22.0866,-65.5942,1.36,1.36,1.36,39,0,1.38,BO,1663406620
sabya,17.1495,42.6254,37.79,37.79,37.79,44,17,5.24,SA,1663406620
cururupu,-1.8283,-44.8683,25.1,25.1,25.1,80,85,2.68,BR,1663406621
santiago de chuco,-8.15,-78.1833,8.41,8.41,8.41,90,40,0.46,PE,1663406621
pomorie,42.5588,27.6439,29.24,29.24,29.24,54,0,4.12,BG,1663406621
mareeba,-17.0,145.4333,24.1,24.13,21.4,80,0,2.21,AU,1663406127
biltine,14.5333,20.9167,30.0,30.0,30.0,53,82,3.87,TD,1663406621
concordia,-31.393,-58.0209,13.77,13.77,13.77,89,56,3.13,AR,1663406621
katobu,-4.9408,122.5276,27.28,27.28,27.28,71,100,1.91,ID,1663406621
sal rei,16.1833,-22.9167,27.11,27.11,27.11,74,40,7.2,CV,1663406621
wote,-1.7808,37.6288,21.3,21.3,21.3,62,98,2.25,KE,1663406622
diapaga,12.0708,1.7889,25.87,25.87,25.87,79,59,4.02,BF,1663406622
ola,59.5833,151.2833,7.86,7.86,7.86,53,2,2.14,RU,1663406622
pamanukan,-6.2842,107.8106,30.41,30.41,30.41,58,93,4.38,ID,1663406622
qarchak,35.4394,51.5689,31.23,32.17,31.21,20,0,1.78,IR,1663406622
saint-pierre,-21.3393,55.4781,24.82,25.1,24.82,65,0,14.92,RE,1663406622
kumba,4.6363,9.4469,26.26,26.26,26.26,80,97,1.05,CM,1663406623
cairns,-16.9167,145.7667,24.5,26.7,23.97,84,3,0.0,AU,1663406415
dubuque,42.4833,-90.8668,20.61,21.04,20.25,76,100,3.09,US,1663406623
klyuchi,52.2667,79.1667,17.82,17.82,17.82,24,1,5.59,RU,1663406623
shu,43.5983,73.7614,28.42,28.42,28.42,12,6,4.68,KZ,1663406623
palana,59.1167,159.9667,4.02,4.02,4.02,62,23,4.39,RU,1663406624
hami,42.8,93.45,28.13,28.13,28.13,11,0,3.43,CN,1663406624
shimoda,34.6667,138.95,25.61,25.61,25.61,86,100,5.83,JP,1663406624
uncia,-18.467,-66.5685,4.51,4.51,4.51,21,0,2.03,BO,1663406624
torgau,51.5667,13.0,12.11,13.49,11.97,63,95,8.68,DE,1663406624
soyo,-6.1349,12.3689,24.48,24.48,24.48,78,86,3.65,AO,1663406624
mafinga,-7.25,35.0667,28.29,28.29,28.29,32,43,2.63,TZ,1663406625
mackay,-21.15,149.2,23.16,23.16,23.16,93,68,2.77,AU,1663406625
adre,13.4667,22.2,25.91,25.91,25.91,60,92,4.32,TD,1663406625
la ronge,55.1001,-105.2842,11.14,11.14,10.12,71,40,2.06,CA,1663406625
xai-xai,-25.0519,33.6442,31.33,31.33,31.33,30,0,4.27,MZ,1663406625
soller,39.7662,2.7152,25.42,26.03,24.64,69,47,1.79,ES,1663406625
isla mujeres,21.2311,-86.731,23.03,23.03,23.03,83,100,4.57,MX,1663406626
meulaboh,4.1363,96.1285,28.79,28.79,28.79,66,34,3.16,ID,1663406626
riyadh,24.6877,46.7219,37.08,37.08,37.08,12,1,0.79,SA,1663406111
maturin,9.75,-63.1767,22.96,22.96,22.96,93,100,0.29,VE,1663406627
svidnik,49.3082,21.5703,14.46,16.61,14.46,57,100,1.17,SK,1663406627
dongli,23.5656,116.8194,31.99,31.99,31.99,66,0,4.0,CN,1663406627
ahipara,-35.1667,173.1667,10.15,10.15,10.15,70,100,1.09,NZ,1663406627
thunder bay,48.4001,-89.3168,13.95,13.95,13.95,100,100,2.06,CA,1663406627
vanderhoof,54.0166,-124.0198,4.13,4.13,4.13,73,36,1.34,CA,1663406627
san javier,37.8063,-0.8374,26.81,28.32,25.27,65,20,3.13,ES,1663406627
haukipudas,65.1765,25.3523,10.64,10.64,10.03,89,100,5.23,FI,1663406627
